sample_id,kind,family,method,status,applicability,output_kind,reason
controlled-v1/canonical_weth_1to1/01,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/01,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/01,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/01,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/01,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/02,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/03,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/04,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/05,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/06,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/07,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/08,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/canonical_weth_1to1/09,controlled,canonical_weth_1to1,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/00,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/01,controlled,missing_information_and_boundary_controls,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/missing_information_and_boundary_controls/02,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/03,controlled,missing_information_and_boundary_controls,HAIRCUT,COMPLETED,APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before enter_missing
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/04,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before enter_missing
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/05,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/06,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before enter_missing
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/07,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before enter_missing
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before to_outside
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/08,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,POISON,COMPLETED,APPLICABLE,POISON_NOMINAL_RAW,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,HAIRCUT,NOT_APPLICABLE,NOT_APPLICABLE,PROPORTIONAL_FEASIBLE_POINT,UNKNOWN_MODELED_ACTUAL_BALANCE at A|ETH before to_outside
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,NO_CROSS_TARGET_COUPLING,COMPLETED,SUPPORTED,product_of_target_specific_copies,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,NO_PROTOCOL_CONTINUATION,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,BALANCE_INFORMATION_REMOVED,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,FULL_INTERVAL,COMPLETED,SUPPORTED,feasible_interval,
controlled-v1/missing_information_and_boundary_controls/09,controlled,missing_information_and_boundary_controls,BOUNDED_REACHABILITY,COMPLETED,APPLICABLE,ADDRESS_EVENT_SET_NO_AMOUNT,
