sample_id,method,median_seconds,min_seconds,max_seconds,common_preprocess_median_seconds,fixed_graph_end_to_end_median_seconds,warmup_python_peak_bytes,endpoint_optimizations
controlled-v1/split_merge_shared_targets/08,FULL_INTERVAL,0.02671020000707358,0.024705800009542145,0.03126820000761654,1.4299992471933365e-05,0.026724499999545515,67650,6
controlled-v1/split_merge_shared_targets/08,BOUNDED_REACHABILITY,0.000378400000045076,0.00028199999360367656,0.0005203000036999583,1.4299992471933365e-05,0.0003926999925170094,13080,0
controlled-v1/split_merge_shared_targets/08,POISON,0.0004230999911669642,0.0003674000035971403,0.0006254999898374081,1.4299992471933365e-05,0.00043739998363889754,13501,0
controlled-v1/split_merge_shared_targets/08,HAIRCUT,0.0004945999971823767,0.0003988000098615885,0.0009504000045126304,1.4299992471933365e-05,0.00050889998965431,25116,0
controlled-v1/split_merge_shared_targets/08,NO_CROSS_TARGET_COUPLING,0.019117100004223175,0.016909199999645352,0.020241999998688698,1.4299992471933365e-05,0.01913139999669511,93884,4
controlled-v1/split_merge_shared_targets/09,BALANCE_INFORMATION_REMOVED,0.03315229999134317,0.03096479999658186,0.039451199991162866,3.840000135824084e-05,0.03319069999270141,69229,6
controlled-v1/split_merge_shared_targets/09,FULL_INTERVAL,0.033409600000595674,0.031221500001265667,0.03589210000063758,3.840000135824084e-05,0.033448000001953915,66683,6
controlled-v1/split_merge_shared_targets/09,BOUNDED_REACHABILITY,0.00040520000038668513,0.00038320000749081373,0.000443600001744926,3.840000135824084e-05,0.000443600001744926,14325,0
controlled-v1/split_merge_shared_targets/09,POISON,0.00043569999979808927,0.00018269999418407679,0.0006095999997342005,3.840000135824084e-05,0.0004741000011563301,14789,0
controlled-v1/split_merge_shared_targets/09,HAIRCUT,0.0007120999944163486,0.0002662999904714525,0.0008352000004379079,3.840000135824084e-05,0.0007504999957745895,25271,0
controlled-v1/split_merge_shared_targets/09,NO_CROSS_TARGET_COUPLING,0.025903400004608557,0.0243278999987524,0.0264999000064563,3.840000135824084e-05,0.025941800005966797,90390,4
controlled-v1/split_merge_shared_targets/09,NO_PROTOCOL_CONTINUATION,0.03182669999659993,0.031291700011934154,0.03434049998759292,3.840000135824084e-05,0.03186509999795817,66156,6
controlled-v1/repeated_entries_timed_returns/00,NO_CROSS_TARGET_COUPLING,0.05443160000140779,0.05290219999733381,0.062438699998892844,5.5800002883188426e-05,0.054487400004290976,104840,10
controlled-v1/repeated_entries_timed_returns/00,NO_PROTOCOL_CONTINUATION,0.06750599999213591,0.06391959999746177,0.07948450000549201,5.5800002883188426e-05,0.0675617999950191,86013,12
controlled-v1/repeated_entries_timed_returns/00,BALANCE_INFORMATION_REMOVED,0.06551020000188146,0.06396379999932833,0.0703975999931572,5.5800002883188426e-05,0.06556600000476465,88780,12
controlled-v1/repeated_entries_timed_returns/00,FULL_INTERVAL,0.06518400000641122,0.061526000004960224,0.06574779999209568,5.5800002883188426e-05,0.06523980000929441,85473,12
controlled-v1/repeated_entries_timed_returns/00,BOUNDED_REACHABILITY,0.00035010000283364207,0.00016229999891947955,0.0004140000091865659,5.5800002883188426e-05,0.0004059000057168305,12968,0
controlled-v1/repeated_entries_timed_returns/00,POISON,0.00029939999512862414,0.000145500001963228,0.0006388999900082126,5.5800002883188426e-05,0.00035519999801181257,13388,0
controlled-v1/repeated_entries_timed_returns/00,HAIRCUT,0.000548599986359477,0.00026780000189319253,0.0007327000057557598,5.5800002883188426e-05,0.0006043999892426655,23898,0
controlled-v1/repeated_entries_timed_returns/01,FULL_INTERVAL,0.06713660000241362,0.061482000004616566,0.0730018000031123,5.220000457484275e-05,0.06718880000698846,85944,12
controlled-v1/repeated_entries_timed_returns/01,BOUNDED_REACHABILITY,0.0004423000063979998,0.0004028999974252656,0.0005052000051364303,5.220000457484275e-05,0.0004945000109728426,12968,0
controlled-v1/repeated_entries_timed_returns/01,POISON,0.00037170000723563135,0.00020179999410174787,0.0007355999987339601,5.220000457484275e-05,0.0004239000118104741,13388,0
controlled-v1/repeated_entries_timed_returns/01,HAIRCUT,0.0007011000125203282,0.00039339999784715474,0.0008039999956963584,5.220000457484275e-05,0.0007533000170951709,23898,0
controlled-v1/repeated_entries_timed_returns/01,NO_CROSS_TARGET_COUPLING,0.05473109999729786,0.05295500000647735,0.05973009999433998,5.220000457484275e-05,0.0547833000018727,106718,10
controlled-v1/repeated_entries_timed_returns/01,NO_PROTOCOL_CONTINUATION,0.06622120000247378,0.061988699992070906,0.07035979999636766,5.220000457484275e-05,0.06627340000704862,85687,12
controlled-v1/repeated_entries_timed_returns/01,BALANCE_INFORMATION_REMOVED,0.06436039999243803,0.060568100001546554,0.07133500000054482,5.220000457484275e-05,0.06441259999701288,88373,12
controlled-v1/repeated_entries_timed_returns/02,FULL_INTERVAL,0.06870880001224577,0.06481100000382867,0.08034950000001118,5.3800002206116915e-05,0.06876260001445189,87868,12
controlled-v1/repeated_entries_timed_returns/02,BOUNDED_REACHABILITY,0.00038919999497011304,0.00033370000892318785,0.0004668000037781894,5.3800002206116915e-05,0.00044299999717622995,12968,0
controlled-v1/repeated_entries_timed_returns/02,POISON,0.00015629999688826501,0.0001345000055152923,0.00033320000511594117,5.3800002206116915e-05,0.00021009999909438193,13388,0
controlled-v1/repeated_entries_timed_returns/02,HAIRCUT,0.0005740000051446259,0.0003853999951388687,0.0009148000099230558,5.3800002206116915e-05,0.0006278000073507428,23918,0
controlled-v1/repeated_entries_timed_returns/02,NO_CROSS_TARGET_COUPLING,0.06700979999732226,0.05380940000759438,0.0747440999984974,5.3800002206116915e-05,0.06706359999952838,107107,10
controlled-v1/repeated_entries_timed_returns/02,NO_PROTOCOL_CONTINUATION,0.06759580000652932,0.05605890000879299,0.08116729999892414,5.3800002206116915e-05,0.06764960000873543,85672,12
controlled-v1/repeated_entries_timed_returns/02,BALANCE_INFORMATION_REMOVED,0.07890130000305362,0.07424469999386929,0.08249760000035167,5.3800002206116915e-05,0.07895510000525974,88083,12
controlled-v1/repeated_entries_timed_returns/03,NO_CROSS_TARGET_COUPLING,0.0578891999903135,0.05581320000055712,0.059288100004778244,7.500000356230885e-05,0.05796419999387581,105491,10
controlled-v1/repeated_entries_timed_returns/03,NO_PROTOCOL_CONTINUATION,0.06373860000167042,0.05688249999366235,0.06563720000849571,7.500000356230885e-05,0.06381360000523273,86421,12
controlled-v1/repeated_entries_timed_returns/03,BALANCE_INFORMATION_REMOVED,0.06436489999759942,0.06268609999096952,0.06628440000349656,7.500000356230885e-05,0.06443990000116173,88356,12
controlled-v1/repeated_entries_timed_returns/03,FULL_INTERVAL,0.06123989999468904,0.05828050000127405,0.06915910000680014,7.500000356230885e-05,0.06131489999825135,85769,12
controlled-v1/repeated_entries_timed_returns/03,BOUNDED_REACHABILITY,0.00028899998869746923,0.00013040000339969993,0.0010966999980155379,7.500000356230885e-05,0.0003639999922597781,12968,0
controlled-v1/repeated_entries_timed_returns/03,POISON,0.0004197000089334324,0.0003912999964086339,0.0004974000039510429,7.500000356230885e-05,0.0004947000124957412,13389,0
controlled-v1/repeated_entries_timed_returns/03,HAIRCUT,0.0006488999933935702,0.000564500005566515,0.000942600003327243,7.500000356230885e-05,0.000723899996955879,23940,0
controlled-v1/repeated_entries_timed_returns/04,POISON,0.0001900999923236668,0.00014959998952690512,0.0008317000028910115,5.190000229049474e-05,0.00024199999461416155,13389,0
controlled-v1/repeated_entries_timed_returns/04,HAIRCUT,0.0007724000024609268,0.0005256000004010275,0.000945699997828342,5.190000229049474e-05,0.0008243000047514215,22119,0
controlled-v1/repeated_entries_timed_returns/04,NO_CROSS_TARGET_COUPLING,0.059336000005714595,0.053573400000459515,0.0653508000104921,5.190000229049474e-05,0.05938790000800509,107068,10
controlled-v1/repeated_entries_timed_returns/04,NO_PROTOCOL_CONTINUATION,0.05859860000782646,0.052288999999291264,0.06913819999317639,5.190000229049474e-05,0.05865050001011696,85606,12
controlled-v1/repeated_entries_timed_returns/04,BALANCE_INFORMATION_REMOVED,0.06368790000851732,0.05558949999976903,0.0685957999958191,5.190000229049474e-05,0.06373980001080781,88598,12
controlled-v1/repeated_entries_timed_returns/04,FULL_INTERVAL,0.05728509998880327,0.05319969999254681,0.0654177999967942,5.190000229049474e-05,0.05733699999109376,85578,12
controlled-v1/repeated_entries_timed_returns/04,BOUNDED_REACHABILITY,0.0003921000025002286,0.00015589999384246767,0.0005634999979520217,5.190000229049474e-05,0.0004440000047907233,12968,0
controlled-v1/repeated_entries_timed_returns/05,BALANCE_INFORMATION_REMOVED,0.055324500004644506,0.05355900000722613,0.059752500004833564,1.5099998563528061e-05,0.055339600003208034,88989,12
controlled-v1/repeated_entries_timed_returns/05,FULL_INTERVAL,0.05432419999851845,0.04884850000962615,0.06333570000424515,1.5099998563528061e-05,0.05433929999708198,85841,12
controlled-v1/repeated_entries_timed_returns/05,BOUNDED_REACHABILITY,0.00039590000233147293,0.00012719999358523637,0.00048489999608136714,1.5099998563528061e-05,0.000411000000895001,12968,0
controlled-v1/repeated_entries_timed_returns/05,POISON,0.0004464000085135922,0.0001610000035725534,0.0007354000117629766,1.5099998563528061e-05,0.00046150000707712024,13388,0
controlled-v1/repeated_entries_timed_returns/05,HAIRCUT,0.0005796000041300431,0.0005522999999811873,0.0008159999997587875,1.5099998563528061e-05,0.0005947000026935712,23940,0
controlled-v1/repeated_entries_timed_returns/05,NO_CROSS_TARGET_COUPLING,0.04835379999713041,0.04679510000278242,0.04846949999046046,1.5099998563528061e-05,0.04836889999569394,106552,10
controlled-v1/repeated_entries_timed_returns/05,NO_PROTOCOL_CONTINUATION,0.056552899986854754,0.050807699997676536,0.0583623999991687,1.5099998563528061e-05,0.05656799998541828,85121,12
controlled-v1/repeated_entries_timed_returns/06,BOUNDED_REACHABILITY,0.00037769999471493065,0.000265499998931773,0.0005835999909322709,1.6200006939470768e-05,0.0003939000016544014,12971,0
controlled-v1/repeated_entries_timed_returns/06,POISON,0.00038270000368356705,0.00035259999276604503,0.0006495999987237155,1.6200006939470768e-05,0.0003989000106230378,13396,0
controlled-v1/repeated_entries_timed_returns/06,HAIRCUT,0.0005824999971082434,0.0003226999979233369,0.0005897999944863841,1.6200006939470768e-05,0.0005987000040477142,23997,0
controlled-v1/repeated_entries_timed_returns/06,NO_CROSS_TARGET_COUPLING,0.04661309999937657,0.04471600000397302,0.0526943000004394,1.6200006939470768e-05,0.04662930000631604,106860,10
controlled-v1/repeated_entries_timed_returns/06,NO_PROTOCOL_CONTINUATION,0.05435590000706725,0.05270999998901971,0.059946399996988475,1.6200006939470768e-05,0.05437210001400672,86129,12
controlled-v1/repeated_entries_timed_returns/06,BALANCE_INFORMATION_REMOVED,0.05522409999684896,0.053946100000757724,0.061422899991157465,1.6200006939470768e-05,0.055240300003788434,88415,12
controlled-v1/repeated_entries_timed_returns/06,FULL_INTERVAL,0.06031879999500234,0.05158689999370836,0.06460929999593645,1.6200006939470768e-05,0.06033500000194181,85474,12
controlled-v1/repeated_entries_timed_returns/07,FULL_INTERVAL,0.05431710000266321,0.051845699999830686,0.06233260000590235,1.4800010831095278e-05,0.054331900013494305,85664,12
controlled-v1/repeated_entries_timed_returns/07,BOUNDED_REACHABILITY,0.0001773999974830076,0.0001652000064495951,0.00032980000833049417,1.4800010831095278e-05,0.0001922000083141029,12968,0
controlled-v1/repeated_entries_timed_returns/07,POISON,0.00032369999098591506,0.00014109999756328762,0.00048580000293441117,1.4800010831095278e-05,0.00033850000181701034,13388,0
controlled-v1/repeated_entries_timed_returns/07,HAIRCUT,0.0006385000015143305,0.0005511999916052446,0.0009495999984210357,1.4800010831095278e-05,0.0006533000123454258,23917,0
controlled-v1/repeated_entries_timed_returns/07,NO_CROSS_TARGET_COUPLING,0.048524199999519624,0.04465300000447314,0.05418669999926351,1.4800010831095278e-05,0.04853900001035072,106601,10
controlled-v1/repeated_entries_timed_returns/07,NO_PROTOCOL_CONTINUATION,0.056994899990968406,0.052268600004026666,0.06064460000197869,1.4800010831095278e-05,0.0570097000017995,86425,12
controlled-v1/repeated_entries_timed_returns/07,BALANCE_INFORMATION_REMOVED,0.059718799995607696,0.05461749999085441,0.06197959999553859,1.4800010831095278e-05,0.05973360000643879,88067,12
controlled-v1/repeated_entries_timed_returns/08,BALANCE_INFORMATION_REMOVED,0.05797059999895282,0.056365500000538304,0.06735129999287892,1.5099998563528061e-05,0.05798569999751635,89266,12
controlled-v1/repeated_entries_timed_returns/08,FULL_INTERVAL,0.05356539999775123,0.05258940000203438,0.05561890000535641,1.5099998563528061e-05,0.05358049999631476,86234,12
controlled-v1/repeated_entries_timed_returns/08,BOUNDED_REACHABILITY,0.0003581999917514622,0.00034679999225772917,0.0004741000011563301,1.5099998563528061e-05,0.0003732999903149903,12969,0
controlled-v1/repeated_entries_timed_returns/08,POISON,0.0002327999973203987,0.00015279999934136868,0.00034249998861923814,1.5099998563528061e-05,0.00024789999588392675,13392,0
controlled-v1/repeated_entries_timed_returns/08,HAIRCUT,0.0005987000040477142,0.0005749000119976699,0.0006426000036299229,1.5099998563528061e-05,0.0006138000026112422,23973,0
controlled-v1/repeated_entries_timed_returns/08,NO_CROSS_TARGET_COUPLING,0.04716560000088066,0.04515900000114925,0.04817249999905471,1.5099998563528061e-05,0.04718069999944419,106162,10
controlled-v1/repeated_entries_timed_returns/08,NO_PROTOCOL_CONTINUATION,0.05316840000159573,0.050079699998605065,0.05519720001029782,1.5099998563528061e-05,0.053183500000159256,85185,12
controlled-v1/repeated_entries_timed_returns/09,FULL_INTERVAL,0.05421109999588225,0.049012200004654005,0.05702039999596309,1.3299999409355223e-05,0.054224399995291606,86573,12
controlled-v1/repeated_entries_timed_returns/09,BOUNDED_REACHABILITY,0.00046579999616369605,0.0004202999989502132,0.0006825000018579885,1.3299999409355223e-05,0.0004790999955730513,12968,0
controlled-v1/repeated_entries_timed_returns/09,POISON,0.0003468000068096444,0.000152900000102818,0.0004243000003043562,1.3299999409355223e-05,0.0003601000062189996,13390,0
controlled-v1/repeated_entries_timed_returns/09,HAIRCUT,0.0008430000016232952,0.0006711000023642555,0.0010860999900614843,1.3299999409355223e-05,0.0008563000010326505,23953,0
controlled-v1/repeated_entries_timed_returns/09,NO_CROSS_TARGET_COUPLING,0.04903110000304878,0.04638569999951869,0.04977870000584517,1.3299999409355223e-05,0.04904440000245813,106851,10
controlled-v1/repeated_entries_timed_returns/09,NO_PROTOCOL_CONTINUATION,0.056149800002458505,0.04839100000390317,0.05675449999398552,1.3299999409355223e-05,0.05616310000186786,85563,12
controlled-v1/repeated_entries_timed_returns/09,BALANCE_INFORMATION_REMOVED,0.05612590000964701,0.048916699990513735,0.05807839999033604,1.3299999409355223e-05,0.05613920000905637,88333,12
controlled-v1/gas_background_and_anchors/00,NO_CROSS_TARGET_COUPLING,0.020510700007434934,0.018664500006707385,0.02103930000157561,1.4399993233382702e-05,0.020525100000668317,79590,4
controlled-v1/gas_background_and_anchors/00,NO_PROTOCOL_CONTINUATION,0.028247199996258132,0.02525259999674745,0.030449499987298623,1.4399993233382702e-05,0.028261599989491515,61780,6
controlled-v1/gas_background_and_anchors/00,BALANCE_INFORMATION_REMOVED,0.022565900013432838,0.021905000001424924,0.026523799999267794,1.4399993233382702e-05,0.02258030000666622,63276,6
controlled-v1/gas_background_and_anchors/00,FULL_INTERVAL,0.024248999994597398,0.02351020000060089,0.029002900002524257,1.4399993233382702e-05,0.02426339998783078,61470,6
controlled-v1/gas_background_and_anchors/00,BOUNDED_REACHABILITY,0.00048180000158026814,0.00039870000910013914,0.0005167000053916126,1.4399993233382702e-05,0.0004961999948136508,12833,0
controlled-v1/gas_background_and_anchors/00,POISON,0.00038639998820144683,0.0003012999950442463,0.0005039999959990382,1.4399993233382702e-05,0.00040079998143482953,13253,0
