sample_id,method,median_seconds,min_seconds,max_seconds,common_preprocess_median_seconds,fixed_graph_end_to_end_median_seconds,warmup_python_peak_bytes,endpoint_optimizations
controlled-v1/normal_mixing/05,POISON,7.759999425616115e-05,7.329999061767012e-05,9.500001033302397e-05,8.200004231184721e-06,8.579999848734587e-05,6537,0
controlled-v1/normal_mixing/05,HAIRCUT,0.00019189999147783965,0.0001218999968841672,0.00027069999487139285,8.200004231184721e-06,0.00020009999570902437,9867,0
controlled-v1/normal_mixing/05,NO_CROSS_TARGET_COUPLING,0.003486800007522106,0.0031561999931000173,0.004033499993965961,8.200004231184721e-06,0.003495000011753291,28666,2
controlled-v1/normal_mixing/05,NO_PROTOCOL_CONTINUATION,0.0037004000041633844,0.003136100000119768,0.003935499989893287,8.200004231184721e-06,0.003708600008394569,24022,2
controlled-v1/normal_mixing/05,BALANCE_INFORMATION_REMOVED,0.003413300000829622,0.003080399997998029,0.0037130000127945095,8.200004231184721e-06,0.003421500005060807,24122,2
controlled-v1/normal_mixing/05,FULL_INTERVAL,0.0031134000018937513,0.002947799992398359,0.004283099988242611,8.200004231184721e-06,0.003121600006124936,23854,2
controlled-v1/normal_mixing/05,BOUNDED_REACHABILITY,7.20999960321933e-05,6.630001007579267e-05,8.369999704882503e-05,8.200004231184721e-06,8.030000026337802e-05,6369,0
controlled-v1/normal_mixing/06,NO_CROSS_TARGET_COUPLING,0.0037367000040831044,0.002949000001535751,0.005687099997885525,8.999995770864189e-06,0.0037456999998539686,27382,2
controlled-v1/normal_mixing/06,NO_PROTOCOL_CONTINUATION,0.004024599998956546,0.003352300002006814,0.005528200010303408,8.999995770864189e-06,0.00403359999472741,23974,2
controlled-v1/normal_mixing/06,BALANCE_INFORMATION_REMOVED,0.0034053999988827854,0.0030681999924127012,0.004419299992150627,8.999995770864189e-06,0.0034143999946536496,23632,2
controlled-v1/normal_mixing/06,FULL_INTERVAL,0.004021899992949329,0.00330029999895487,0.004252099999575876,8.999995770864189e-06,0.0040308999887201935,23840,2
controlled-v1/normal_mixing/06,BOUNDED_REACHABILITY,7.360000745393336e-05,6.9500005338341e-05,9.050000517163426e-05,8.999995770864189e-06,8.260000322479755e-05,6369,0
controlled-v1/normal_mixing/06,POISON,7.140000525396317e-05,6.919998850207776e-05,7.979999645613134e-05,8.999995770864189e-06,8.040000102482736e-05,6537,0
controlled-v1/normal_mixing/06,HAIRCUT,0.00011409999569877982,0.00010889999975915998,0.0001235000090673566,8.999995770864189e-06,0.000123099991469644,11402,0
controlled-v1/normal_mixing/07,BALANCE_INFORMATION_REMOVED,0.004006100003607571,0.00325209999573417,0.005796500001451932,7.90000194683671e-06,0.004014000005554408,24122,2
controlled-v1/normal_mixing/07,FULL_INTERVAL,0.003308300001663156,0.002901100000599399,0.005067200007033534,7.90000194683671e-06,0.0033162000036099926,24019,2
controlled-v1/normal_mixing/07,BOUNDED_REACHABILITY,6.989999383222312e-05,6.690000009257346e-05,8.279999019578099e-05,7.90000194683671e-06,7.779999577905983e-05,6369,0
controlled-v1/normal_mixing/07,POISON,7.130000449251384e-05,6.819999543949962e-05,7.71999912103638e-05,7.90000194683671e-06,7.920000643935055e-05,6537,0
controlled-v1/normal_mixing/07,HAIRCUT,0.00011310000263620168,0.00011059999815188348,0.00012149999383836985,7.90000194683671e-06,0.00012100000458303839,11413,0
controlled-v1/normal_mixing/07,NO_CROSS_TARGET_COUPLING,0.0031658000079914927,0.003110500008915551,0.004060200008098036,7.90000194683671e-06,0.0031737000099383295,28977,2
controlled-v1/normal_mixing/07,NO_PROTOCOL_CONTINUATION,0.003909799997927621,0.0030221000051824376,0.004200600000331178,7.90000194683671e-06,0.003917699999874458,24100,2
controlled-v1/normal_mixing/08,HAIRCUT,0.0001281000004382804,0.00011950000771321356,0.0002786999975796789,1.239999255631119e-05,0.0001404999929945916,9865,0
controlled-v1/normal_mixing/08,NO_CROSS_TARGET_COUPLING,0.003376900000148453,0.0030387000006157905,0.005275300005450845,1.239999255631119e-05,0.003389299992704764,27382,2
controlled-v1/normal_mixing/08,NO_PROTOCOL_CONTINUATION,0.003473899996606633,0.0032076999923447147,0.004599799998686649,1.239999255631119e-05,0.0034862999891629443,24166,2
controlled-v1/normal_mixing/08,BALANCE_INFORMATION_REMOVED,0.0048944000009214506,0.0033786000130930915,0.006630799995036796,1.239999255631119e-05,0.004906799993477762,23709,2
controlled-v1/normal_mixing/08,FULL_INTERVAL,0.0038623000000370666,0.0030756000051042065,0.005489499992108904,1.239999255631119e-05,0.003874699992593378,23904,2
controlled-v1/normal_mixing/08,BOUNDED_REACHABILITY,7.090000144671649e-05,6.880000000819564e-05,8.589999924879521e-05,1.239999255631119e-05,8.329999400302768e-05,6369,0
controlled-v1/normal_mixing/08,POISON,8.569999772589654e-05,7.620001269970089e-05,0.00014019999071024358,1.239999255631119e-05,9.809999028220773e-05,6537,0
controlled-v1/normal_mixing/09,BALANCE_INFORMATION_REMOVED,0.0032855000026756898,0.0032487999997101724,0.00471750000724569,9.60000033956021e-06,0.00329510000301525,23861,2
controlled-v1/normal_mixing/09,FULL_INTERVAL,0.0034985000093001872,0.0030966000049374998,0.004261000009137206,9.60000033956021e-06,0.0035081000096397474,23792,2
controlled-v1/normal_mixing/09,BOUNDED_REACHABILITY,7.499998901039362e-05,6.6100008552894e-05,8.199999865610152e-05,9.60000033956021e-06,8.459998934995383e-05,6369,0
controlled-v1/normal_mixing/09,POISON,0.00012900000729132444,8.930001058615744e-05,0.0002066000015474856,9.60000033956021e-06,0.00013860000763088465,6537,0
controlled-v1/normal_mixing/09,HAIRCUT,0.00013699999544769526,0.00013040000339969993,0.00014479999663308263,9.60000033956021e-06,0.00014659999578725547,11413,0
controlled-v1/normal_mixing/09,NO_CROSS_TARGET_COUPLING,0.008628299998235889,0.00686939999286551,0.009393599990289658,9.60000033956021e-06,0.008637899998575449,28612,2
controlled-v1/normal_mixing/09,NO_PROTOCOL_CONTINUATION,0.009049800006323494,0.008453900009044446,0.011987300007604063,9.60000033956021e-06,0.009059400006663054,24070,2
controlled-v1/split_merge_shared_targets/00,BOUNDED_REACHABILITY,0.0004351999959908426,0.00034890000824816525,0.0006703999970341101,9.140001202467829e-05,0.0005266000080155209,13520,0
controlled-v1/split_merge_shared_targets/00,POISON,0.0003969999961555004,0.000327900008414872,0.0005918000097153708,9.140001202467829e-05,0.0004884000081801787,13500,0
controlled-v1/split_merge_shared_targets/00,HAIRCUT,0.0005105999880470335,0.00021559999731834978,0.0008627999923191965,9.140001202467829e-05,0.0006020000000717118,25114,0
controlled-v1/split_merge_shared_targets/00,NO_CROSS_TARGET_COUPLING,0.026424900002893992,0.023359999991953373,0.02673060000233818,9.140001202467829e-05,0.02651630001491867,94090,4
controlled-v1/split_merge_shared_targets/00,NO_PROTOCOL_CONTINUATION,0.030760000008740462,0.029781999997794628,0.033870900006149895,9.140001202467829e-05,0.03085140002076514,67732,6
controlled-v1/split_merge_shared_targets/00,BALANCE_INFORMATION_REMOVED,0.03251119999913499,0.02805580000858754,0.03714669999317266,9.140001202467829e-05,0.032602600011159666,70754,6
controlled-v1/split_merge_shared_targets/00,FULL_INTERVAL,0.032676100003300235,0.02830059999541845,0.038404500010074116,9.140001202467829e-05,0.03276750001532491,68021,6
controlled-v1/split_merge_shared_targets/01,FULL_INTERVAL,0.03198820000397973,0.03107540000928566,0.03367200000502635,9.82999918051064e-05,0.032086499995784834,66476,6
controlled-v1/split_merge_shared_targets/01,BOUNDED_REACHABILITY,0.00044550000166054815,0.0003318999952170998,0.0007161000103224069,9.82999918051064e-05,0.0005437999934656546,14412,0
controlled-v1/split_merge_shared_targets/01,POISON,0.0003926999925170094,0.0003068000078201294,0.0004194999928586185,9.82999918051064e-05,0.0004909999843221158,14786,0
controlled-v1/split_merge_shared_targets/01,HAIRCUT,0.0006148000102257356,0.0002521999995224178,0.0007704000017838553,9.82999918051064e-05,0.000713100002030842,25205,0
controlled-v1/split_merge_shared_targets/01,NO_CROSS_TARGET_COUPLING,0.0231849000119837,0.01925430000119377,0.02649319999909494,9.82999918051064e-05,0.023283200003788806,90414,4
controlled-v1/split_merge_shared_targets/01,NO_PROTOCOL_CONTINUATION,0.0327672999992501,0.030254299999796785,0.03614110000489745,9.82999918051064e-05,0.032865599991055205,66477,6
controlled-v1/split_merge_shared_targets/01,BALANCE_INFORMATION_REMOVED,0.03291949999402277,0.028192900004796684,0.03792250000697095,9.82999918051064e-05,0.03301779998582788,69228,6
controlled-v1/split_merge_shared_targets/02,NO_CROSS_TARGET_COUPLING,0.024897299997974187,0.023820899994461797,0.026627700004610233,3.5600009141489863e-05,0.024932900007115677,93323,4
controlled-v1/split_merge_shared_targets/02,NO_PROTOCOL_CONTINUATION,0.03043969999998808,0.02862769999774173,0.03832930000498891,3.5600009141489863e-05,0.03047530000912957,68701,6
controlled-v1/split_merge_shared_targets/02,BALANCE_INFORMATION_REMOVED,0.034127899998566136,0.029353799996897578,0.03762339999957476,3.5600009141489863e-05,0.034163500007707626,71262,6
controlled-v1/split_merge_shared_targets/02,FULL_INTERVAL,0.03499549999833107,0.031413200005772524,0.03589240000292193,3.5600009141489863e-05,0.03503110000747256,67920,6
controlled-v1/split_merge_shared_targets/02,BOUNDED_REACHABILITY,0.0004800000024260953,0.00039200000173877925,0.0006053000106476247,3.5600009141489863e-05,0.0005156000115675852,13080,0
controlled-v1/split_merge_shared_targets/02,POISON,0.0005253999988781288,0.0003338999958941713,0.0006018999993102625,3.5600009141489863e-05,0.0005610000080196187,13501,0
controlled-v1/split_merge_shared_targets/02,HAIRCUT,0.0006034999969415367,0.00055929999507498,0.0007363000040641055,3.5600009141489863e-05,0.0006391000060830265,25116,0
controlled-v1/split_merge_shared_targets/03,BOUNDED_REACHABILITY,0.00039319999632425606,0.0001804000057745725,0.0011260000028414652,1.6299993149004877e-05,0.00040949998947326094,14324,0
controlled-v1/split_merge_shared_targets/03,POISON,0.0005829000001540408,0.0003896999987773597,0.0006616000027861446,1.6299993149004877e-05,0.0005991999933030456,14786,0
controlled-v1/split_merge_shared_targets/03,HAIRCUT,0.0006814999942434952,0.0006509000086225569,0.0008129000052576885,1.6299993149004877e-05,0.0006977999873925,25267,0
controlled-v1/split_merge_shared_targets/03,NO_CROSS_TARGET_COUPLING,0.02370439999504015,0.02075440000044182,0.023831900005461648,1.6299993149004877e-05,0.023720699988189153,90389,4
controlled-v1/split_merge_shared_targets/03,NO_PROTOCOL_CONTINUATION,0.03402179999102373,0.03167169999505859,0.03691660000185948,1.6299993149004877e-05,0.03403809998417273,66891,6
controlled-v1/split_merge_shared_targets/03,BALANCE_INFORMATION_REMOVED,0.0344794999982696,0.02793589999782853,0.03535639999608975,1.6299993149004877e-05,0.03449579999141861,68960,6
controlled-v1/split_merge_shared_targets/03,FULL_INTERVAL,0.03370749999885447,0.028753400009009056,0.035724999994272366,1.6299993149004877e-05,0.03372379999200348,66418,6
controlled-v1/split_merge_shared_targets/04,NO_PROTOCOL_CONTINUATION,0.03261209999618586,0.03162769999471493,0.03712070001347456,4.150001041125506e-05,0.03265360000659712,67866,6
controlled-v1/split_merge_shared_targets/04,BALANCE_INFORMATION_REMOVED,0.0365581999940332,0.035333299994817935,0.037763599990285,4.150001041125506e-05,0.03659970000444446,71214,6
controlled-v1/split_merge_shared_targets/04,FULL_INTERVAL,0.03303909998794552,0.030785199996898882,0.03548859999864362,4.150001041125506e-05,0.033080599998356774,67907,6
controlled-v1/split_merge_shared_targets/04,BOUNDED_REACHABILITY,0.00040869999793358147,0.0003561000048648566,0.0004538999928627163,4.150001041125506e-05,0.00045020000834483653,13080,0
controlled-v1/split_merge_shared_targets/04,POISON,0.0004200999974273145,0.00018899999849963933,0.0008984000014606863,4.150001041125506e-05,0.0004616000078385696,13501,0
controlled-v1/split_merge_shared_targets/04,HAIRCUT,0.000563299996429123,0.0005180000007385388,0.0006733000045642257,4.150001041125506e-05,0.000604800006840378,25116,0
controlled-v1/split_merge_shared_targets/04,NO_CROSS_TARGET_COUPLING,0.025674300006357953,0.022024499994586222,0.027398999998695217,4.150001041125506e-05,0.025715800016769208,93833,4
controlled-v1/split_merge_shared_targets/05,FULL_INTERVAL,0.03188460000092164,0.03068419999908656,0.034187900004326366,5.3499999921768904e-05,0.031938100000843406,66252,6
controlled-v1/split_merge_shared_targets/05,BOUNDED_REACHABILITY,0.0001745999907143414,0.00014790000568609685,0.0004305000038584694,5.3499999921768904e-05,0.0002280999906361103,14325,0
controlled-v1/split_merge_shared_targets/05,POISON,0.0004859000036958605,0.00040970000554807484,0.0007018000032985583,5.3499999921768904e-05,0.0005394000036176294,14789,0
controlled-v1/split_merge_shared_targets/05,HAIRCUT,0.0003274999908171594,0.0002556999970693141,0.0008621000015409663,5.3499999921768904e-05,0.0003809999907389283,25271,0
controlled-v1/split_merge_shared_targets/05,NO_CROSS_TARGET_COUPLING,0.026424299998325296,0.022100500005763024,0.02777139999670908,5.3499999921768904e-05,0.026477799998247065,90421,4
controlled-v1/split_merge_shared_targets/05,NO_PROTOCOL_CONTINUATION,0.03197179999551736,0.027177299998584203,0.0356848999945214,5.3499999921768904e-05,0.03202529999543913,66265,6
controlled-v1/split_merge_shared_targets/05,BALANCE_INFORMATION_REMOVED,0.03393960000539664,0.031991500000003725,0.04096759999811184,5.3499999921768904e-05,0.03399310000531841,68980,6
controlled-v1/split_merge_shared_targets/06,NO_CROSS_TARGET_COUPLING,0.024181600005249493,0.01888469999539666,0.026077400005306117,5.050000618211925e-05,0.024232100011431612,93279,4
controlled-v1/split_merge_shared_targets/06,NO_PROTOCOL_CONTINUATION,0.033530000000610016,0.032884999993257225,0.03991759999189526,5.050000618211925e-05,0.033580500006792136,68310,6
controlled-v1/split_merge_shared_targets/06,BALANCE_INFORMATION_REMOVED,0.034616100005223416,0.028168200005893596,0.03970679998747073,5.050000618211925e-05,0.034666600011405535,71150,6
controlled-v1/split_merge_shared_targets/06,FULL_INTERVAL,0.035671000005095266,0.03206659998977557,0.03880719999142457,5.050000618211925e-05,0.035721500011277385,67875,6
